Name,Transliteral Name,Artist,Composition,Arrangement,Genre,BPM,Length,Beginner Rating,Beginner Note Count,Beginner Charge Notes,SPN Rating,SPN Note Count,SPN Charge Notes,SPN Backspin Scratches,SPN Hell Charge Notes,SPN Hell Backspin Scratches,SPH Rating,SPH Note Count,SPH Charge Notes,SPH Backspin Scratches,SPH Hell Charge Notes,SPH Hell Backspin Scratches,SPA Rating,SPA Note Count,SPA Charge Notes,SPA Backspin Scratches,SPA Hell Charge Notes,SPA Hell Backspin Scratches,SPL Rating,SPL Note Count,SPL Charge Notes,SPL Backspin Scratches,SPL Hell Charge Notes,SPL Hell Backspin Scratches,DPN Rating,DPN Note Count,DPN Charge Notes,DPN Backspin Scratches,DPN Hell Charge Notes,DPN Hell Backspin Scratches,DPH Rating,DPH Note Count,DPH Charge Notes,DPH Backspin Scratches,DPH Hell Charge Notes,DPH Hell Backspin Scratches,DPA Rating,DPA Note Count,DPA Charge Notes,DPA Backspin Scratches,DPA Hell Charge Notes,DPA Hell Backspin Scratches,DPL Rating,DPL Note Count,DPL Charge Notes,DPL Backspin Scratches,DPL Hell Charge Notes,DPL Hell Backspin Scratches,First Music Game Appearance,Other Music Game Appearances,Video Jockey,RemyWiki Link
ROZA DE ANDALUCIA,ROZA DE ANDALUCIA,SOUND HOLIC Vs. T.Kakuta feat. Nana Takahashi,Konami Amusement (T.Kakuta),709sec. x GUCCI,MELODIC SPEED METAL,191,2:02,,,,6,667,,,,,9,1071,,,,,11,1560,,,,,,,,,,,6,665,,,,,9,1069,,,,,11,1557,,,,,,,,,,,GITADORA Tri-Boost,beatmania IIDX 26 Rootage,板垣聖一(IMAGICA),https://remywiki.com/ROZA_DE_ANDALUCIA
R∞tAge,RootAge,"BEMANI Sound Team ""HuΣeR+""",Konami Amusement(Aritomo Hamada),Konami Amusement(Aritomo Hamada),NEO J-TEKNO,150,2:10,,,,5,565,5,,,,8,850,5,,,,11,1438,,,,,,,,,,,5,569,5,,,,8,1058,,,,,11,1453,,,,,,,,,,,beatmania IIDX 26 Rootage,beatmania IIDX ULTIMATE MOBILE,"BEMANI Designers ""GOLI""",https://remywiki.com/RootAge
ruin of opals,Ruin of opals,上ノ瀬つかさ,Tsukasa Kaminose,Tsukasa Kaminose,IRIDESCENCE JAZZ ETUDE,220-390,2:00,,,,6,533,22,,,,10,1016,26,,,,12,1646,24,,,,,,,,,,6,537,22,,,,10,1012,34,,,,12,1604,30,,,,,,,,,,REFLEC BEAT VOLZZA 2,beatmania IIDX 26 Rootage,板垣聖一(IMAGICA),https://remywiki.com/Ruin_of_opals
Serious?,Serious?,KSUKE,KSUKE,KSUKE,FESTIVAL TRAP,150,1:49,,,,3,298,,,,,7,605,,,,,10,1142,,,,,,,,,,,3,300,,,,,7,730,,,,,11,1159,,,,,,,,,,,beatmania IIDX 26 Rootage,,?,https://remywiki.com/Serious%3F
Sidechained Threats,Sidechained Threats,sanodg,Nobuyoshi Sano,Nobuyoshi Sano,ELECTRO,140,2:03 ,,,,6,627,,,,,8,1026,,,,,10,1238,,,,,,,,,,,8,984,,,,,10,1216,,,,,11,1526,,,,,,,,,,,beatmania IIDX 15 DJ TROOPERS CS,beatmania IIDX 26 Rootage,"Nobuaki Ebihara(attic Co., Ltd.)",https://remywiki.com/Sidechained_Threats
SIGMA,SIGMA,"BEMANI Sound Team ""Mutsuhiko Izumi""",Konami Amusement (Mutsuhiko Izumi),Konami Amusement (Mutsuhiko Izumi),HARDROCK,130,2:01,,,,5,430,4,,,,8,804,4,,,,10,1395,10,,,,,,,,,,5,434,4,,,,9,911,10,,,,12,1848,45,,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers ""まゆずみ""",https://remywiki.com/SIGMA
Six String Proof,Six String Proof,"BEMANI Sound Team ""Yvya × Mutsuhiko Izumi""",Yuya Yokoyama,"Yuya Yokoyama, Mutsuhiko Izumi",HARDROCK,130,1:47,,,,5,455,13,,,,9,855,17,,,,11,1308,45,,,,,,,,,,5,464,,,,,9,845,,,,,11,1220,,,,,,,,,,,beatmania IIDX 26 Rootage / DanceDanceRevolution A20 / GITADORA EXCHAIN / jubeat festo / pop'n music peace / SOUND VOLTEX VIVID WAVE,,Seventhgraphics,https://remywiki.com/Six_String_Proof
SPEED ROCKER,SPEED ROCKER,AJURIKA,Akitaka Toyama,Akitaka Toyama,PSYCHEDELIC TRANCE,145,1:51,,,,4,464,11,,,,9,879,11,,,,10,1175,11,,,,,,,,,,4,491,11,,,,9,874,11,,,,10,1214,11,,,,,,,,,,beatmania IIDX 26 Rootage,,Hiromitsu Kawasaki,https://remywiki.com/SPEED_ROCKER
Starry Night,Starry Night,Massive New Krew feat.松平なな,Massive New Krew,Massive New Krew,HARDSTYLE,155,2:11,,,,4,467,,1,,,7,847,,1,,,10,1268,,1,,,,,,,,,5,542,,1,,,8,926,,1,,,10,1254,,1,,,,,,,,,beatmania IIDX 26 Rootage,,murAta Yuzi,https://remywiki.com/Starry_Night
Technicolour Dreams,Technicolour Dreams,DUNE & M-Project & GUHROOVY,DUNE & M-Project & GUHROOVY,DUNE & M-Project & GUHROOVY,HDM,170,1:48,,,,5,474,,,,,8,722,8,,,,10,1202,24,,,,,,,,,,5,454,,,,,8,708,8,,,,10,1209,,,,,,,,,,,beatmania IIDX 26 Rootage,,Steins,https://remywiki.com/Technicolour_Dreams
The Best of Both Worlds,The Best of Both Worlds,"☆Taku Takahashi (m-flo, block.fm)","☆Taku Takahashi (m-flo, block.fm)","☆Taku Takahashi (m-flo, block.fm), Mitsunori Ikeda(Tachytelic)",EUROTRAPBEAT,160,2:01,,,,3,301,,,,,8,726,64,,,,10,1128,72,,,,,,,,,,3,300,,,,,8,732,64,,,,10,1211,72,,,,,,,,,,beatmania IIDX 26 Rootage,,yama_ko,https://remywiki.com/The_Best_of_Both_Worlds
THE DAY OF JUBILATIONS,THE DAY OF JUBILATIONS,"BEMANI Sound Team ""S-C-U vs L.E.D.""","Konami Amusement(S-C-U, L.E.D.)","Konami Amusement(S-C-U, L.E.D.)",HARD ELECTRIC POP,181,1:56,,,,7,794,,,,,10,1348,,,,,12,1757,19,,,,,,,,,,7,771,,,,,10,1223,18,,,,12,1883,22,,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers ""NAGI""",https://remywiki.com/THE_DAY_OF_JUBILATIONS
The Rebellion of Sequencer,The Rebellion of Sequencer,DJ Myosuke,DJ Myosuke,DJ Myosuke,DJENTCORE,300,1:52,,,,7,646,,1,,,10,1054,4,2,,,12,1634,9,1,,,,,,,,,7,640,,1,,,10,1042,2,2,,,12,1628,9,1,,,,,,,,,beatmania IIDX 26 Rootage,,"Hiromitsu Kawasaki (overlays by BEMANI Designers ""XTC"")",https://remywiki.com/The_Rebellion_of_Sequencer
The Sealer ～ア・ミリアとミリアの民～,The Sealer ~A Milia to Milia no tami~,Zektbach,Zektbach,Zektbach,ELEMENTAL JIG (エレメンタルジグ),137-205,2:12,,,,4,427,,,,,7,716,,,,,10,1117,,,,,,,,,,,4,436,,,,,7,690,,,,,10,1056,,,,,,,,,,,pop'n music 20 fantasia,"beatmania IIDX 26 Rootage, REFLEC BEAT colette -All Seasons-, REFLEC BEAT plus MUSIC PACK 56, ポップンリズミン Zektbachパック1",F-FLY,https://remywiki.com/The_Sealer_~A_Milia_to_Milia_no_tami~
toy boxer,Toy boxer,"BEMANI Sound Team ""S-C-U & SYUNN""","Shoccho, Shunsuke Sato","Shoccho, Shunsuke Sato",BOXINGCORE,190,1:47,,,,4,390,,,,,8,725,,,,,10,1122,,,,,,,,,,,4,401,,,,,8,743,,,,,10,1149,,,,,,,,,,,beatmania IIDX 26 Rootage / DanceDanceRevolution A20 / jubeat festo / pop'n music peace / SOUND VOLTEX VIVID WAVE,,murAta Yuzi,https://remywiki.com/Toy_boxer
ToyCube Pf.(RX-Ver.S.P.L.),ToyCube Pf.(RX-Ver.S.P.L.),高田雅史,Masafumi Takada,Masafumi Takada,NEW AGE,137-180,2:07,,,,4,379,,,,,7,789,,,,,9,1153,,,,,,,,,,,7,575,,,,,9,1038,,,,,11,1395,,,,,,,,,,,beatmania IIDX 16 EMPRESS + PREMIUM BEST,beatmania IIDX 26 Rootage,VJ GYO,https://remywiki.com/ToyCube_Pf.(RX-Ver.S.P.L.)
Twilight Warp,Twilight Warp,Maozon feat. Kyte,"Maozon, Kyte",Maozon,CYBER DANCE MUSIC,145,2:02,,,,4,483,,,,,7,741,,,,,9,1083,,,,,,,,,,,4,483,,,,,7,740,,,,,9,1110,,,,,,,,,,,beatmania IIDX 26 Rootage,,shiro,https://remywiki.com/Twilight_Warp
Trill auf G,Trill auf G,"BEMANI Sound Team ""dj TAKA""",Johann Sebastian Bach,dj TAKA,MUSIC GAMES HARDCORE,188,2:03,,,,6,586,,,,,10,1098,,,,,12,1670,,,,,,,,,,,6,577,,,,,10,1059,,,,,12,1610,,,,,,,,,,,beatmania IIDX 26 Rootage / DanceDanceRevolution A20 / GITADORA EXCHAIN / jubeat festo / pop'n music peace / SOUND VOLTEX VIVID WAVE,,"Steins (overlays by BEMANI Designers ""VJ GYO"")",https://remywiki.com/Trill_auf_G
U.S.A.,U.S.A.,"Remixed by BEMANI Sound Team ""PHQUASE feat.TRANDER Jr.""","ACCATINO CLAUDIO, CIRELLI DONATELLA, GIOCO ANNA MARIA",Konami Amusement(PHQUASE),IIDX EDITION,177,2:04,3,287,,6,568,,,,,9,969,,1,,,11,1467,,1,,,,,,,,,6,565,,,,,9,920,,1,,,11,1483,,1,,,,,,,,,beatmania IIDX 26 Rootage,,F-FLY,https://remywiki.com/U.S.A.
Unbelief,Unbelief,"BEMANI Sound Team ""Anonymous""",Konami Amusement (Anonymous),Konami Amusement (Anonymous),METAL,135,2:03,,,,5,570,23,,,,10,1113,73,,,,12,1675,91,,,,,,,,,,6,661,62,,,,10,1092,65,,,,12,1716,94,,,,,,,,,,beatmania IIDX 26 Rootage,GITADORA NEX+AGE,"XTC (overlays by BEMANI Designers ""Am"")",https://remywiki.com/Unbelief
UNDERWORLD HOLOGRAPHY,UNDERWORLD HOLOGRAPHY,"BEMANI Sound Team ""L.E.D."" feat. KOTOKO",Konami Amusement (L.E.D.),Konami Amusement (L.E.D.),DRUM & BASS,187,2:09,,,,5,580,,,,,9,1081,,,,,11,1648,,,,,,,,,,,5,578,,,,,9,1138,,,,,11,1644,,,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers ""いそにん""",https://remywiki.com/UNDERWORLD_HOLOGRAPHY
Urban Constellations,Urban Constellations,Dirty Androids,Dirty Androids,Dirty Androids,JAZZY FOOTWORK JUNGLE,167,1:58,,,,5,362,10,,,,8,771,18,,,,11,1167,29,,,,,,,,,,5,372,10,,,,8,761,18,,,,11,1261,30,,,,,,,,,,beatmania IIDX 26 Rootage,,karekitsune,https://remywiki.com/Urban_Constellations
Visterhv,Visterhv,Feryquitous,Feryquitous,Feryquitous,REBIRTH OUT,191,2:03,,,,6,642,,,,,10,1152,,,,,12,1869,,,,,,,,,,,6,637,,,,,10,1159,,,,,12,1782,,,,,,,,,,,beatmania IIDX 26 Rootage,pop'n music peace,"BEMANI Designers ""NAGI""",https://remywiki.com/Visterhv
voltississimo,Voltississimo,"BEMANI Sound Team ""PHQUASE""",PHQUASE,PHQUASE,VVV,225,1:56,,,,6,613,33,,,,10,1135,39,,,,12,1888,36,2,,,,,,,,,6,613,33,,,,10,1146,38,,,,12,1824,36,,,,,,,,,,beatmania IIDX 26 Rootage / DanceDanceRevolution A20 / jubeat festo / pop'n music peace / SOUND VOLTEX VIVID WAVE,,板垣聖一,https://remywiki.com/Voltississimo
Wing of Hearts,Wing of Hearts,USAO & DJ Nanashi,USAO & DJ Nanashi,USAO & DJ Nanashi,HYPER HANDS UP,187,2:11,,,,5,567,,,,,8,916,14,,,,10,1473,14,,,,,,,,,,5,565,,,,,8,918,14,,,,11,1477,14,,,,,,,,,,beatmania IIDX 26 Rootage,,"Seventhgraphics (overlays by BEMANI Designers ""Ortie"")",https://remywiki.com/Wing_of_Hearts
Wolf 1061,Wolf 1061,Xceon,Xceon,Xceon,PIANO TRANCE,173,2:06,,,,4,516,11,,,,8,872,12,1,,,11,1584,38,2,,,,,,,,,4,572,5,,,,8,936,39,1,,,11,1514,44,2,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers ""ni-si""",https://remywiki.com/Wolf_1061
Won(*3*)Chu KissMe!,Won(*3*)Chu KissMe!,"Remixed by BEMANI Sound Team ""L.E.D."" & IOSYS",Funta7,"Konami Amusement(L.E.D.), uno",IIDX EDITION,160,1:57,1,136,,5,471,,,,,8,709,,,,,10,1263,,,,,,,,,,,5,468,,,,,8,709,,,,,10,1246,,,,,,,,,,,beatmania IIDX 26 Rootage,,Steins,https://remywiki.com/Won(*3*)Chu_KissMe!
Wonderland,Wonderland,kors k,kors k,kors k,CANDY RAVE GABBER,180,2:03,,,,5,542,,,,,9,957,,,,,11,1393,,,,,,,,,,,5,533,,,,,9,901,,,,,11,1392,,,,,,,,,,,beatmania IIDX 26 Rootage,,Seventhgraphics,https://remywiki.com/Wonderland
X-DEN,X-DEN,T.Σ.Generation,"Konami Amusement (Yoshihiro Tagawa) & Kinjishi, DJ Mass, Suzaku, Genbu, Amuro & Killer",Konami Amusement (Aritomo Hamada),ULTIΣATE COLLABORATION,200,2:04,,,,8,861,6,,,,11,1418,9,,,,12,2220,10,,,,,,,,,,8,896,6,,,,11,1495,9,,,,12,2220,10,,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers ""VJ GYO""",https://remywiki.com/X-DEN
XENON II 〜TOMOYUKIの野望〜,XENON II ~TOMOYUKI no yabou~,Mr.T,Tomoyuki Uchida,Tomoyuki Uchida,ELECTRO SHOCK,160,1:54,,,,6,601,18,,,,9,915,18,,,,11,1523,22,,,,,,,,,,6,609,18,,,,9,911,18,,,,11,1482,26,,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers ""T田""",https://remywiki.com/XENON_II_~TOMOYUKI_no_yabou~
Xlø,Xlo,sasakure.UK,sasakure.UK,sasakure.UK,NEUTRONIKA,165,2:01,,,,7,777,,,,,10,1304,4,,,,12,1988,,,,,,,,,,,7,708,,,,,10,1304,,,,,12,1936,,,,,,,,,,,beatmania IIDX 26 Rootage,,karekitsune,https://remywiki.com/Xlo
Yum Yum Jelly,Yum Yum Jelly,YUC'e,YUC'e,YUC'e,FUTURE BASS,180,1:51,,,,5,398,8,2,,,9,799,12,2,,,11,1204,24,2,,,,,,,,,5,436,6,1,,,9,820,18,1,,,11,1236,29,2,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers ""まゆずみ""",https://remywiki.com/Yum_Yum_Jelly
ZENDEGI DANCE,ZENDEGI DANCE,"ARM×BEMANI Sound Team ""U1 overground""","ARM (IOSYS), Konami Amusement (U1-ASAMi)","ARM (IOSYS), Konami Amusement (U1-ASAMi)",ORBITALIC ORIENTAL ELECTRO,160,2:01,,,,6,602,,,,,9,935,,,,,11,1393,,,,,,,,,,,6,587,,,,,9,922,,,,,11,1378,,,,,,,,,,,beatmania IIDX 26 Rootage,,"板垣聖一(IMAGICA) (overlays by BEMANI Designers ""T田"")",https://remywiki.com/ZENDEGI_DANCE
爆ゼニ☆がってんワーカー,Bakuzeni gatten worker,ARM×狐夢想 feat. ななひら,ARM (IOSYS),ARM (IOSYS),勤労☆電波 (KINROU☆DENPA),195,2:02,,,,6,639,,,,,9,993,,,,,11,1391,,,,,,,,,,,6,634,,,,,9,1009,,,,,11,1332,,,,,,,,,,,beatmania IIDX 26 Rootage,,"yama_ko (overlays by BEMANI Designers ""T田"")",https://remywiki.com/Bakuzeni_gatten_worker
抱きしめてモナムール,Dakishimete mon amour,冬色AMOUR☆Prim,Konami Amusement (T.Kakuta),Konami Amusement (T.Kakuta),Hi-歌謡コア (Hi-KAYO CORE),190,2:14,,,,5,664,7,,,,10,1189,7,,,,12,2110,8,,,,,,,,,,6,675,7,,,,10,1212,7,,,,12,2129,6,,,,,,,,,,beatmania IIDX 26 Rootage,,"F-FLY (overlays by BEMANI Designers ""ちっひ"")",https://remywiki.com/Dakishimete_mon_amour
グラナダの風,Granada no kaze,"BEMANI Sound Team ""劇団レコード""",Konami Amusement(Tomoaki Hirono),Konami Amusement(Tomoaki Hirono),SPANISH GUITAR,130,1:47,,,,5,414,,,,,8,637,,,,,10,954,,,,,,,,,,,5,426,,,,,7,642,,,,,10,985,,,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers ""Fukutomi_WAVE""",https://remywiki.com/Granada_no_kaze
花冠 feat.Aikapin,Hanakanmuri feat.Aikapin,RoughSkreamZ,RoughSketch,RoughSketch,SOCA,83-180,2:02,,,,6,513,,,,,9,869,,,,,11,1365,,,,,,,,,,,6,502,,,,,9,886,,,,,11,1366,,,,,,,,,,,beatmania IIDX 26 Rootage,,"shiro (overlays by BEMANI Designers 壱"" and ""なす"")",https://remywiki.com/Hanakanmuri_feat.Aikapin
ハードベース・フェスタ,Hardbass festa,かめりあ feat. ななひら,Camellia,Camellia,A-STYLE RUSSIAN HARDBASS,158,2:03,,,,6,582,,,,,9,928,,,,,11,1447,,,,,,,,,,,6,562,,,,,9,966,,,,,11,1441,,,,,,,,,,,beatmania IIDX 26 Rootage,,"VJ GYO (overlays by BEMANI Designers NAGI"")",https://remywiki.com/Hardbass_festa
金野火織の金色提言,Konno Hiori no konjiki teigen,DJ TECHNORCH feat. 宇宙★海月,DJ TECHNORCH,DJ TECHNORCH,音ゲー賛美歌 (OTOGE SANBIKA),225,2:02,,,,6,643,13,2,,,10,1171,15,4,,,12,1630,22,4,,,,,,,,,6,640,14,1,,,10,1189,15,4,,,12,1676,41,4,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers ""NAGI""",https://remywiki.com/Konno_Hiori_no_konjiki_teigen
ミストレス・アンに花束を,Mistress Ann ni hanataba wo,"soejima takuma feat.BEMANI Sound Team ""猫叉Master""",soejima takuma,Konami Amusement (Naoyuki Sato),ELECTRONICA,135,1:46,,,,3,293,,,,,6,518,,,,,8,718,,,,,,,,,,,3,279,,,,,6,465,,,,,8,709,,,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers “kyunkyun""",https://remywiki.com/Mistress_Ann_ni_hanataba_wo
ミッドナイト☆WAR,Midnight WAR,いちか,?,?,BEMANIZED ROCKCORE,156,1:55,,,,5,414,17,,,,9,800,24,,,,11,1261,39,2,,,,,,,,,5,417,17,,,,8,832,26,,,,11,1311,39,4,,,,,,,,,beatmania IIDX 26 Rootage / DanceDanceRevolution A20 / DANCERUSH STARDOM / GITADORA EXCHAIN / jubeat festo / pop'n music peace / SOUND VOLTEX VIVID WAVE,,チームいちか,https://remywiki.com/Midnight_WAR
夏の匂い。キミの残像。 ft. Kanae Asaba,Natsu no nioi. Kimi no zanzou. ft. Kanae Asaba,Xceon,Xceon,Xceon,Re 90's J-DANCE POP,161,2:09,,,,4,347,,,,,8,777,,,,,10,1281,,,,,,,,,,,4,355,,,,,8,817,,,,,10,1348,,,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers “なす""",https://remywiki.com/Natsu_no_nioi._Kimi_no_zanzou._ft._Kanae_Asaba
お菓子の王国,Okashi no oukoku,Snail's House,Snail's House,Snail's House,SPEED CANDY,190,2:09,,,,7,718,,,,,10,1191,,,,,12,2109,,,,,,,,,,,7,705,,,,,10,1225,,,,,12,2135,,,,,,,,,,,beatmania IIDX 26 Rootage,,"F-FLY (overlays by BEMANI Designers ""てふてふ"")",https://remywiki.com/Okashi_no_oukoku
おーまい！らぶりー！すうぃーてぃ！だーりん！,Oh my! Lovely! Sweety! Darling!,"BEMANI Sound Team ""PON"" feat.NU-KO",PON,PON,LOVELY YOUTH,170,2:03,,,,5,560,,,,,9,1009,,,,,11,1480,,,,,,,,,,,6,599,,,,,9,991,,,,,11,1480,,,,,,,,,,,beatmania IIDX 26 Rootage / DanceDanceRevolution A20 / GITADORA EXCHAIN / jubeat festo / pop'n music peace / SOUND VOLTEX VIVID WAVE / ノスタルジア Op.2,,yama_ko,https://remywiki.com/Oh_my!_Lovely!_Sweety!_Darling!
龍王の霊廟(Mausoleum Of The Primal Dragon),Ryuuou no reibyou(Mausoleum Of The Primal Dragon),"BEMANI Sound Team ""黒猫ダンジョン""",Konami Digital Entertainment(Kuroneko Dungeon),Konami Digital Entertainment(Kuroneko Dungeon),RETROSPECTIVE EPIC MUSIC,144,2:05,,,,6,576,11,,,,10,1190,19,,,,11,1614,19,,,,,,,,,,5,577,12,,,,10,1070,19,,,,11,1599,19,,,,,,,,,,beatmania IIDX 26 Rootage,,"BEMANI Designers ""いそにん""",https://remywiki.com/Ryuuou_no_reibyou(Mausoleum_Of_The_Primal_Dragon)
最小三倍完全数,Saishou sanbai kanzensuu,DJ TECHNORCH,DJ TECHNORCH,DJ TECHNORCH,ピタゴラス的不完全性破壊衝動音律(ハンマーによる) (PYTHAGORAS-TEKI FUKANZENSEI HAKAI SHOUDOU ONRITSU (HAMMER NI YORU)),220,1:50,,,,5,469,2,,,,9,921,2,,,,12,1314,2,,,,,,,,,,5,464,2,,,,10,908,2,,,,12,1414,2,,,,,,,,,,beatmania IIDX 26 Rootage / DanceDanceRevolution A20 / jubeat festo / pop'n music peace / SOUND VOLTEX VIVID WAVE,,XTC,https://remywiki.com/Saishou_sanbai_kanzensuu
サクラあっぱれーしょん,Sakura apparition,"Remixed by BEMANI Sound Team ""TAG"" feat. 柊木りお",Tamaya 2060%,Konami Amusement(TAG),IIDX EDITION,140,1:55,1,134,,3,316,,,,,7,785,,,,,9,1166,,,,,,,,,,,3,340,,,,,7,778,,,,,9,1172,,,,,,,,,,,beatmania IIDX 26 Rootage,,yama_ko,https://remywiki.com/Sakura_apparition
セカンドピアス,Second pierce,OSTER project feat. echo,OSTER project,OSTER project,GIRLS ROCK,138,2:04,,,,3,302,,,,,6,555,,,,,9,1015,,,,,,,,,,,3,300,,,,,6,504,,,,,9,1002,,,,,,,,,,,beatmania IIDX 26 Rootage,,F-FLY,https://remywiki.com/Second_pierce
深愛のリグレット,Shinai no regret,Xceon feat.Mayumi Morinaga,Xceon,Xceon,PIANO J TRANCE POP,145,2:08,,,,4,399,4,,,,7,605,3,,,,10,1206,8,,,,,,,,,,4,400,4,,,,7,605,8,,,,10,1129,8,,,,,,,,,,beatmania IIDX 26 Rootage,,VJ GYO,https://remywiki.com/Shinai_no_regret
泰東ノ翠霞,Taitou no suika,bermei.inazawa/feat. 霜月はるか,bermei.inazawa,bermei.inazawa,JAPANESE POPS,180,2:08,,,,3,252,,,,,6,384,,,,,11,914,,,,,,,,,,,3,276,,,,,6,470,,,,,12,1291,,,,,,,,,,,beatmania IIDX 10th style CS,beatmania IIDX 26 Rootage,"諏訪間千晃 (Graphic & illustration), Ta‑k (Edit & composite, synesthesia), KAZUYA TAKAHASHI (Movie producer, IMAGICA DC21)",https://remywiki.com/Taitou_no_suika
& Intelligence,& Intelligence,lapix,"lapix & Ryu☆, kors k, DJ Mass, M-Project, GUHROOVY",lapix,MEGA MIX,160,2:03,,,,5,594,,,,,9,1112,,,,,11,1623,,,,,,,,,,,5,603,,,,,9,1129,,,,,11,1600,,,,,,,,,,,beatmania IIDX 26 Rootage,,Taiyo Yamamoto,https://remywiki.com/%26_Intelligence
1001 -ESCAPE-,1001 -ESCAPE-,SOUND HOLIC feat. Nana Takahashi,GUCCI,709sec.,JAZZ ROCK,147,2:05,,,,5,524,,,,,8,866,,,,,10,1327,,,,,,,,,,,5,538,,,,,8,851,,,,,10,1333,,,,,,,,,,,beatmania IIDX 25 CANNON BALLERS,,板垣聖一,https://remywiki.com/1001_-ESCAPE-
255,255,255,255,255,HYPER SPEED RAVE,255,1:50,,,,6,469,,,,,9,823,,,,,12,1676,,,,,,,,,,,6,564,,,,,9,953,,,,,12,1590,,,,,,,,,,,beatmania IIDX 25 CANNON BALLERS,,VJ GYO,https://remywiki.com/255
2 Player,2 Player,maras k/marasy×kors k,marasy,maras k,BEAT PIANO MUSIC,129-220,2:03,,,,6,511,3,,,,9,840,23,,,,10,1302,23,,,,,,,,,,6,526,3,,,,9,843,23,,,,10,1368,23,,,,,,,,,,beatmania IIDX 25 CANNON BALLERS,,?,https://remywiki.com/2_Player
AA -rebuild-,AA -rebuild-,D.J.Amuro,Konami Amusement (D.J.Amuro),Konami Amusement (D.J.Amuro),RENAISSANCE,174,2:01,,,,7,646,,,,,10,1253,,,,,12,1820,,,,,,,,,,,7,712,,,,,10,1192,,,,,12,1752,,,,,,,,,,,beatmania IIDX 25 CANNON BALLERS,,Seventhgraphics,https://remywiki.com/AA_-rebuild-
Abraxas,Abraxas,SYUNN,Konami Amusement (Shunsuke Sato),Konami Amusement (Shunsuke Sato),DUBSTEP,165,2:03,,,,5,403,14,4,,,9,844,22,2,,,11,1241,19,6,,,,,,,,,5,414,11,3,,,9,921,23,3,,,11,1254,22,6,,,,,,,,,beatmania IIDX 25 CANNON BALLERS,,"pam, Ta-k",https://remywiki.com/Abraxas
ACCELERATE,ACCELERATE,Sota Fujimori,Konami Amusement (Sota Fujimori),Konami Amusement (Sota Fujimori),SYNTH-TECH,153,2:07,,,,6,597,,,,,8,895,,,,,10,1261,,,,,,,,,,,5,561,,,,,8,869,,,,,10,1328,,,,,,,,,,,beatmania IIDX 25 CANNON BALLERS,,BEMANI Designers,https://remywiki.com/ACCELERATE
Acidiva 303,Acidiva 303,ni-21,ni-21,ni-21,HARD DANCE,150,2:04,,,,4,416,,,,,7,703,,,,,10,1161,,,,,,,,,,,4,416,,,,,7,702,,,,,10,1109,,,,,,,,,,,beatmania IIDX 25 CANNON BALLERS,,VJ GYO,https://remywiki.com/Acidiva_303
Alpheratz,Alpheratz,Xceon,Xceon,Xceon,PIANO TRANCE,154,2:04,,,,2,218,,,,,5,519,,,,,9,1049,,,,,,,,,,,3,281,,,,,5,574,,,,,9,1023,54,,,,,,,,,,beatmania IIDX 25 CANNON BALLERS,,Seventhgraphics,https://remywiki.com/Alpheratz
Amor De Verão,Amor De Verao,かめりあ feat. ななひら,Camellia,Camellia,熱帯 THE BASS (NETTAI THE BASS),138,1:59,,,,4,404,,,,,8,728,,,,,11,1193,,,,,,,,,,,5,452,,,,,8,729,,,,,11,1206,,,,,,,,,,,beatmania IIDX 25 CANNON BALLERS,,BEMANI Designers,https://remywiki.com/Amor_De_Verao
ANAGMA,ANAGMA,C-Show,C-Show,C-Show,PSY TECH DANCE,150,2:04,,,,5,522,,,,,8,925,,,,,10,1339,,,,,,,,,,,5,520,,,,,8,952,,,,,10,1327,,,,,,,,,,,beatmania IIDX 25 CANNON BALLERS,,XTC,https://remywiki.com/ANAGMA
ANCHOR,ANCHOR,"BEMANI Sound Team ""HuΣeR Vs. SYUNN""",Konami Amusement(Aritomo Hamada),"Konami Amusement(Aritomo Hamada, Shunsuke Sato)",STYLISH CROSSOVER,180,2:04,,,,7,680,21,1,,,10,1288,28,2,,,12,1835,34,3,,,,,,,,,7,678,21,1,,,10,1265,27,2,,,12,1830,36,3,,,,,,,,,beatmania IIDX 25 CANNON BALLERS,,BEMANI Designers,https://remywiki.com/ANCHOR
Antigravity,Antigravity,t+pazolite,t+pazolite,t+pazolite,HARDCORE DANCE SPEED,222,1:55,,,,6,535,,,4,1,10,1043,,,6,2,12,1591,,,2,2,,,,,,,6,558,,,3,1,10,1001,,,7,2,12,1467,,,7,2,,,,,,,beatmania IIDX 25 CANNON BALLERS,,#Minako_Endo,https://remywiki.com/Antigravity
